154200020,II,1999,KROSNO,DRWĘCA WARMIŃSKA,201022,540751
149220170,I,1959,KROŚCIENKO,STRWIĄŻ,223946,492823
149200160,II,1898,KROŚCIENKO,DUNAJEC,202546,492630
149220200,I,1888,KRÓWNIKI,WIAR,224923,494601
152200090,II,1946,KRUBICE,UTRATA,202706,521423
153210010,IV,1930,KRUKOWO,OMULEW,210627,531833
150180190,II,1914,KRUPSKI MŁYN,MAŁA PANEW,183728,503416
152180080,IV,1882,KRUSZWICA,JEZ. GOPŁO,181938,524027
150240020,II,1997,KRYŁÓW,BUG,240345,504038
154190070,III,1934,KRYNICA MORSKA,ZALEW WIŚLANY,192643,542243
150230030,III,1940,KRZAK,ŁABUŃKA,230616,504809
149190350,II,1957,KRZCZONÓW,KRZCZONÓWKA,195714,494412
152230080,II,1967,KRZYCZEW,BUG,232957,520849
150170210,II,1940,KRZYWA GÓRA,BUDKOWICZANKA,175243,505138
152160010,II,1913,KRZYŻ,NOTEĆ,160005,525142
149180010,II,1927,KRZYŻANOWICE,ODRA,181714,495937
151170010,II,2017,KRZYŻANOWICE,WIDAWA,170251,511016
153220150,III,1951,KUCZE,JEGRZNIA,223549,534656
150160040,I,1956,KUDOWA-ZDRÓJ-ZAKRZE,KLIKAWA,161438,502551
151190010,II,1923,KULE,LISWARTA,190253,510234
153220230,II,2005,KULESZE-CHOBOTKI,NEREŚL,224553,531430
153150030,III,1978,KULICE,SĄPÓLNA,151006,533936
153190130,II,1947,KULIGI,WEL,194127,532547
151160270,III,2012,KUNICE,JEZ. KUNICKIE,161556,511306
150210090,II,1929,KUNÓW,KAMIENNA,211644,505743
151160010,III,1972,KUŹNICA GŁOGOWSKA,CIENICA,160122,515157
151180030,II,1940,KUŹNICA SKAKAWSKA,NIESÓB,180754,511647
150190210,II,1965,KUŹNICA SULIKOWSKA,MITRĘGA,191622,502711
152190050,II,1988,KWIATKÓWEK,BZURA,191303,520345
153180130,I,1952,KWIDZYN,LIWA,185441,534320
154170040,III,1956,KWISNO,WIEPRZA,170749,540507
150190360,II,2004,LAS,WISŁA,192256,500208
152170130,II,1999,LĄD,WARTA,175311,521213
150160230,II,1889,LĄDEK-ZDRÓJ,BIAŁA LĄDECKA,165214,502048
150180070,II,1892,LENARTOWICE,KŁODNICA,181408,502127
151210030,III,1959,LESIÓW,MLECZNA,211109,512842
149220060,II,1948,LESKO,SAN,221920,492809
151150060,I,1900,LEŚNA,KWISA,151712,510142
150220090,II,1888,LEŻACHÓW,SAN,223611,500825
154170160,II,1966,LĘBORK 2,ŁEBA,174451,543231
150190200,II,2005,LGOTA NADWARCIE,WARTA,191534,503706
153190150,II,1955,LIDZBARK,WEL,194907,531600
152190040,IV,1956,LIPNO,MIEŃ,191041,525047
153190020,IV,1889,LISNOWO,OSA,190808,532655
150160070,II,1918,LUBACHÓW,BYSTRZYCA,162552,504557
151220090,II,1922,LUBARTÓW,WIEPRZ,223837,512953
152200100,IV,1955,LUBERADZ,ŁYDYNIA,202838,524541
151150190,III,1970,LUBIATÓW,OBRZYCA,155814,515516
149190370,II,1957,LUBIEŃ,LUBIEŃKA,195842,494311
153150140,IV,1959,LUBIESZEWO,JEZ. LUBIE (DRAWA),155627,532730
151220070,IV,1960,LUBLIN,BYSTRZYCA,223232,511304
149190360,II,1922,LUDŹMIERZ,LEPIETNICA,195832,492807
149190390,II,1924,LUDŹMIERZ,WIELKI ROGOŹNIK,195912,492734
151190040,II,1928,LUTOMIERSK,NER,191317,514523
149200270,II,1934,ŁABOWA,KAMIENICA,205132,493135
149210040,II,1867,ŁABUZIE,WISŁOKA,211835,495916
150190130,II,1969,ŁAGISZA,PRZEMSZA,191108,502101
151190030,II,1930,ŁASK,GRABIA,190719,513549
149180030,II,2006,ŁAZISKA,OLZA,182635,495528
150160090,II,1888,ŁAŻANY,STRZEGOMKA,162933,505711
151170040,II,1927,ŁĄKI,BARYCZ,170847,512935
154170100,I,1890,ŁEBA,ŁEBA,173302,544548
149190140,II,1962,ŁĘKAWICA,ŁĘKAWKA,191544,494242
153150080,III,1947,ŁOBEZ,REGA,153648,533744
152210120,II,1929,ŁOCHÓW,LIWIEC,214042,523036
149190070,II,1945,ŁODYGOWICE,ŻYLICA,190810,494338
150150090,II,1956,ŁOMNICA,ŁOMNICA,154811,505235
152199992,II,2006,ŁOWICZ,BZURA,195737,520636
154190170,I,1979,ŁOZY,PASŁĘKA,195703,541141
151150090,II,1953,ŁOZY,KWISA,152207,512929
152150150,IV,1959,ŁUGI,JEZ. OSIEK (MIERZĘCKA STRUGA),154136,525640
154170080,II,1946,ŁUPAWA,ŁUPAWA,172456,542510
149200100,II,1917,ŁYSA POLANA,BIAŁKA,200654,491549
152180100,IV,1956,ŁYSEK,NOTEĆ,183014,522424
152140080,IV,1969,MACZKÓW,ILANKA,144440,521630
152210030,II,1924,MAKÓW MAZOWIECKI,ORZYC,210625,525133
151160150,I,1852,MALCZYCE,ODRA,162934,511334
153210200,II,1901,MALDANIN,JEZ. ROŚ (PISA),214926,533902
152230070,II,1926,MALOWA GÓRA,KRZNA,232803,520613
154220030,IV,1957,MAŁE WRONKI,EŁK,221319,540118
152229999,II,2013,MAŁKINIA,BUG,220058,524027
152220090,III,2012,MIANOWO,BROK,221255,524736
150230080,II,2006,MICHALÓW,WIEPRZ,230114,504403
150200050,I,1980,MICHAŁÓW,MIERZAWA,202723,502930
151210020,II,1993,MICHAŁÓW,KAMIENNA,210604,510042
154210100,I,1962,MIEDUNISZKI,WĘGORAPA,215848,541935
150210120,I,1991,MIELEC 2,WISŁOKA,212549,501645
152150180,IV,1957,MIERZĘCIN,MIERZĘCKA STRUGA,154946,525721
150160160,II,1986,MIETKÓW,BYSTRZYCA,163902,505806
152150200,II,1999,MIĘDZYCHÓD,WARTA,155310,523615
150160190,II,1898,MIĘDZYLESIE,NYSA KŁODZKA,163951,500920
152150120,IV,1970,MIĘDZYRZECZ,PAKLICA,153427,522639
153140220,IV,1954,MIĘDZYZDROJE,MORZE BAŁTYCKIE,142643,535556
151210110,IV,1956,MIKA,OKRZEJKA,214523,514024
153210110,II,1811,MIKOŁAJKI,JEZ. MIKOŁAJSKIE (PISA),213515,534721
153210230,IV,1974,MIKOSZE,ORZYSZA,215523,534821
149190030,II,1927,MIKUSZOWICE,BIAŁA,190427,494646
154180020,II,1947,MIŁOSZEWO,ŁEBA,180146,542624
151180040,II,1910,MIRKÓW,PROSNA,180917,511856
150150010,II,1891,MIRSK,KWISA,152303,505921
150150020,II,1922,MIRSK,CZARNY POTOK,152302,505912
149180090,II,2006,MIZERÓW-BORKI,PSZCZYNKA,184607,495955
151220050,IV,1990,MŁYNISKA,MININA,222312,513234
150200010,II,1955,MNISZEK,NIDA,201706,504339
150210030,II,1983,MOCHA,ŁAGOWIANKA,210450,504014
152200110,II,1926,MODLIN,WISŁA,203935,522550
150200120,II,1925,MORAWICA,CZARNA NIDA,203700,504501
149200070,IV,1951,MORSKIE OKO,JEZ. MORSKIE OKO,200417,491203
152140270,III,2004,MORYŃ,SŁUBIA,142344,525139
153150020,IV,1958,MORZYCA,MAŁA INA,150849,531231
153140200,II,2011,MORZYCZYN,JEZ. MIEDWIE (PŁONIA),145459,532105
152160130,II,1893,MOSINA,KANAŁ MOSIŃSKI,165123,521454
